"Jahr";"Herkunftsland_37Auspr";"Herkunftsland_24Auspr";"Herkunftsland_05Auspr";"Herkunftsland_D/A";"Tourismus_Ankünfte";"Tourismus_Übernachtungen"
"2015";"sonst. südamerik. Länder ";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";3746;7079
"2015";"China";"China";"Asien";"Ausland";20805;44429
"2015";"Indien  ";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";1735;5258
"2015";"Israel";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";3566;8316
"2015";"Japan";"Japan";"Asien";"Ausland";18303;32663
"2015";"Südkorea";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";7290;11802
"2015";"Taiwan";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";3902;6806
"2015";"Arabische Golfstaaten";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";2412;5852
"2015";"sonst. asiatische Länder";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";8680;18850
"2015";"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";7085;14594
"2015";"Ausländer ohne Angabe";"Ausländer ohne Angabe";"Sonst. Ausland";"Ausland";7426;13372
"2016";"Deutschland";"Deutschland";"Deutschland";"Deutschland";1674521;3397780
"2016";"Belgien";"Belgien";"Europa ohne Deutschland";"Ausland";8052;17069
"2016";"Dänemark";"Dänemark";"Europa ohne Deutschland";"Ausland";8228;18162
"2016";"Finnland";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";2547;5249
"2016";"Frankreich";"Frankreich";"Europa ohne Deutschland";"Ausland";14187;30944
"2016";"Griechenland";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";1406;3459
"2016";"Irland";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";3165;5540
"2016";"Italien";"Italien";"Europa ohne Deutschland";"Ausland";15574;31797
"2016";"Luxemburg";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";1625;3663
"2016";"Niederlande";"Niederlande";"Europa ohne Deutschland";"Ausland";24081;53267
"2016";"Norwegen";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";3146;6069
"2016";"Österreich";"Österreich";"Europa ohne Deutschland";"Ausland";30484;72155
"2016";"Polen";"Polen";"Europa ohne Deutschland";"Ausland";23645;46483
"2016";"Schweden";"Schweden";"Europa ohne Deutschland";"Ausland";6156;10523
"2016";"Schweiz";"Schweiz";"Europa ohne Deutschland";"Ausland";34568;83238
"2016";"Russland";"Russland";"Europa ohne Deutschland";"Ausland";16529;34578
"2016";"Spanien";"Spanien";"Europa ohne Deutschland";"Ausland";17712;39338
"2016";"Tschechische Republik";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";19477;30371
"2016";"Ungarn";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";4817;14084
"2016";"Ukraine";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";4661;9093
"2016";"Großbritannien";"Großbritannien";"Europa ohne Deutschland";"Ausland";23427;51969
"2016";"sonst.europäische Länder (o.20Länder)";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";21840;42745
"2016";"afrikanische Länder";"afrikanische Länder";"Sonst. Ausland";"Ausland";1770;4544
"2016";"USA";"USA";"Amerika";"Ausland";35216;78948
"2016";"Kanada";"Kanada";"Amerika";"Ausland";4400;8871
"2016";"Brasilien";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";5878;10786
"2016";"Mittelamerika und Karibik";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";1528;2769
"2016";"sonst. nordamerik. Länder ";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";380;854
"2016";"sonst. südamerik. Länder ";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";3956;8005
"2016";"China";"China";"Asien";"Ausland";23938;38912
"2016";"Indien  ";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";1818;6131
"2016";"Israel";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";3240;6786
"2016";"Japan";"Japan";"Asien";"Ausland";14426;27825
"2016";"Südkorea";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";7442;11457
"2016";"Taiwan";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";3045;5103
"2016";"Arabische Golfstaaten";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";2039;4506
"2016";"sonst. asiatische Länder";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";7027;13672
"2016";"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";6591;14503
"2016";"Ausländer ohne Angabe";"Ausländer ohne Angabe";"Sonst. Ausland";"Ausland";9772;21826
"2017";"Deutschland";"Deutschland";"Deutschland";"Deutschland";1724363;3524165
"2017";"Belgien";"Belgien";"Europa ohne Deutschland";"Ausland";8292;17417
"2017";"Dänemark";"Dänemark";"Europa ohne Deutschland";"Ausland";7519;15481
"2017";"Finnland";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";2973;5858
"2017";"Frankreich";"Frankreich";"Europa ohne Deutschland";"Ausland";14456;31416
"2017";"Griechenland";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";1667;3911
"2017";"Irland";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";2744;5178
"2017";"Italien";"Italien";"Europa ohne Deutschland";"Ausland";14442;29853
"2017";"Luxemburg";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";1488;3155
"2017";"Niederlande";"Niederlande";"Europa ohne Deutschland";"Ausland";22837;49645
"2017";"Norwegen";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";3286;6605
"2017";"Österreich";"Österreich";"Europa ohne Deutschland";"Ausland";30018;66314
"2017";"Polen";"Polen";"Europa ohne Deutschland";"Ausland";28060;54923
"2017";"Schweden";"Schweden";"Europa ohne Deutschland";"Ausland";6975;12346
"2017";"Schweiz";"Schweiz";"Europa ohne Deutschland";"Ausland";32064;75362
"2017";"Russland";"Russland";"Europa ohne Deutschland";"Ausland";24336;44915
"2017";"Spanien";"Spanien";"Europa ohne Deutschland";"Ausland";13355;30860
"2017";"Tschechische Republik";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";21475;33583
"2017";"Ungarn";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";5507;19127
"2017";"Ukraine";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";6413;10700
"2017";"Großbritannien";"Großbritannien";"Europa ohne Deutschland";"Ausland";21023;45063
"2017";"sonst.europäische Länder (o.20Länder)";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";23872;47573
"2017";"afrikanische Länder";"afrikanische Länder";"Sonst. Ausland";"Ausland";1839;4445
"2017";"USA";"USA";"Amerika";"Ausland";38932;82296
"2017";"Kanada";"Kanada";"Amerika";"Ausland";5169;10788
"2017";"Brasilien";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";6006;10667
"2017";"Mittelamerika und Karibik";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";2452;6277
"2017";"sonst. nordamerik. Länder ";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";1933;4673
"2017";"sonst. südamerik. Länder ";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";4088;8151
"2017";"China";"China";"Asien";"Ausland";33536;47205
"2017";"Indien  ";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";2118;5913
"2017";"Israel";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";3750;8630
"2017";"Japan";"Japan";"Asien";"Ausland";14635;27281
"2017";"Südkorea";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";10052;14734
"2017";"Taiwan";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";3491;6050
"2017";"Arabische Golfstaaten";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";2541;5566
"2017";"sonst. asiatische Länder";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";8463;17742
"2017";"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";6777;14334
"2017";"Ausländer ohne Angabe";"Ausländer ohne Angabe";"Sonst. Ausland";"Ausland";10460;25241
"2018";"Deutschland";"Deutschland";"Deutschland";"Deutschland";1773746;3635077
"2018";"Belgien";"Belgien";"Europa ohne Deutschland";"Ausland";8447;18508
"2018";"Dänemark";"Dänemark";"Europa ohne Deutschland";"Ausland";8274;17215
"2018";"Finnland";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";3139;5911
"2018";"Frankreich";"Frankreich";"Europa ohne Deutschland";"Ausland";14871;32592
"2018";"Griechenland";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";1852;3774
"2018";"Irland";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";1717;3161
"2018";"Italien";"Italien";"Europa ohne Deutschland";"Ausland";15804;33298
"2018";"Luxemburg";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";1479;3076
"2018";"Niederlande";"Niederlande";"Europa ohne Deutschland";"Ausland";25161;55628
"2018";"Norwegen";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";3550;6904
"2018";"Österreich";"Österreich";"Europa ohne Deutschland";"Ausland";31475;71813
"2018";"Polen";"Polen";"Europa ohne Deutschland";"Ausland";32489;68904
"2018";"Schweden";"Schweden";"Europa ohne Deutschland";"Ausland";7555;12999
"2018";"Schweiz";"Schweiz";"Europa ohne Deutschland";"Ausland";31212;75251
"2018";"Russland";"Russland";"Europa ohne Deutschland";"Ausland";26283;50782
"2018";"Spanien";"Spanien";"Europa ohne Deutschland";"Ausland";13504;28993
"2018";"Tschechische Republik";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";23605;38039
"2018";"Ungarn";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";4976;12180
"2018";"Ukraine";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";7579;13139
"2018";"Großbritannien";"Großbritannien";"Europa ohne Deutschland";"Ausland";20918;45280
"2018";"sonst.europäische Länder (o.20Länder)";"sonst.europäische Länder (o.13 Länder)";"Europa ohne Deutschland";"Ausland";26397;53709
"2018";"afrikanische Länder";"afrikanische Länder";"Sonst. Ausland";"Ausland";2003;4720
"2018";"USA";"USA";"Amerika";"Ausland";40826;87229
"2018";"Kanada";"Kanada";"Amerika";"Ausland";5636;11238
"2018";"Brasilien";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";5078;9347
"2018";"Mittelamerika und Karibik";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";4034;11028
"2018";"sonst. nordamerik. Länder ";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";2595;6129
"2018";"sonst. südamerik. Länder ";"amerik. Länder (o.USA, Kanada)";"Amerika";"Ausland";3134;6568
"2018";"China";"China";"Asien";"Ausland";34973;48878
"2018";"Indien  ";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";1825;5590
"2018";"Israel";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";3962;8539
"2018";"Japan";"Japan";"Asien";"Ausland";15276;28833
"2018";"Südkorea";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";8716;15057
"2018";"Taiwan";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";3381;6191
"2018";"Arabische Golfstaaten";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";2430;5686
"2018";"sonst. asiatische Länder";"asiatische Länder (o.China, Japan)";"Asien";"Ausland";8574;17991
"2018";"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";7006;14624
"2018";"Ausländer ohne Angabe";"Ausländer ohne Angabe";"Sonst. Ausland";"Ausland";13525;30527
