"Statistischer Bezirk";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"Bautätigkeit - Art";"Genehmigungsjahr";"Gebäudeart";"Anzahl Gebäude";"Wohnungen gesamt"
"773  Reick(Lübbenauer Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2007";"Nichtwohngebäude ohne Wohnungen";1;0
"773  Reick(Lübbenauer Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2012";"Eigenheim";1;1
"773  Reick(Lübbenauer Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2012";"Mehrfamilienhaus";1;6
"773  Reick(Lübbenauer Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2014";"Mehrfamilienhaus";1;6
"773  Reick(Lübbenauer Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2015";"Mehrfamilienhaus";1;4
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"1992";"Nichtwohngebäude ohne Wohnungen";1;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"1993";"Mehrfamilienhaus";8;48
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"1994";"Nichtwohngebäude mit Wohnungen";1;26
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"1994";"Nichtwohngebäude ohne Wohnungen";1;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"1995";"Nichtwohngebäude ohne Wohnungen";2;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"1996";"Nichtwohngebäude ohne Wohnungen";2;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"1997";"Nichtwohngebäude ohne Wohnungen";2;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"1998";"Mehrfamilienhaus";2;16
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"1998";"Nichtwohngebäude ohne Wohnungen";2;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"1999";"Nichtwohngebäude ohne Wohnungen";3;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2000";"Nichtwohngebäude ohne Wohnungen";3;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2001";"Nichtwohngebäude mit Wohnungen";1;1
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2002";"Nichtwohngebäude mit Wohnungen";1;1
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2002";"Nichtwohngebäude ohne Wohnungen";3;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2003";"Nichtwohngebäude ohne Wohnungen";1;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2004";"Nichtwohngebäude ohne Wohnungen";1;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2005";"Nichtwohngebäude ohne Wohnungen";3;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2006";"Nichtwohngebäude mit Wohnungen";1;2
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2006";"Nichtwohngebäude ohne Wohnungen";5;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2007";"Nichtwohngebäude ohne Wohnungen";2;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2008";"Nichtwohngebäude ohne Wohnungen";1;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2010";"Nichtwohngebäude ohne Wohnungen";2;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2011";"Nichtwohngebäude ohne Wohnungen";1;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2013";"Eigenheim";1;1
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2013";"Nichtwohngebäude ohne Wohnungen";2;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2014";"Eigenheim";1;2
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2014";"Nichtwohngebäude ohne Wohnungen";2;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Neubau";"2017";"Mehrfamilienhaus";1;11
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"1994";"Nichtwohngebäude ohne Wohnungen";1;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"1997";"Eigenheim";1;2
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"1998";"Mehrfamilienhaus";2;16
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"1999";"Mehrfamilienhaus";1;4
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2001";"Nichtwohngebäude ohne Wohnungen";1;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2005";"Eigenheim";1;1
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2006";"Nichtwohngebäude ohne Wohnungen";2;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2007";"Nichtwohngebäude ohne Wohnungen";2;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2008";"Mehrfamilienhaus";1;22
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2009";"Eigenheim";1;2
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2009";"Mehrfamilienhaus";1;6
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2009";"Nichtwohngebäude ohne Wohnungen";3;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2011";"Mehrfamilienhaus";2;17
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2012";"Eigenheim";1;1
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2012";"Nichtwohngebäude ohne Wohnungen";1;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2013";"Eigenheim";1;2
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2015";"Mehrfamilienhaus";1;5
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2015";"Nichtwohngebäude mit Wohnungen";1;1
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2016";"Nichtwohngebäude mit Wohnungen";1;1
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2017";"Nichtwohngebäude mit Wohnungen";1;3
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2017";"Nichtwohngebäude ohne Wohnungen";3;0
"774  Reick(Mügelner Str)";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Umbau";"2018";"Mehrfamilienhaus";1;12
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1996";"Mehrfamilienhaus";2;25
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1996";"Nichtwohngebäude mit Wohnungen";1;1
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1996";"Nichtwohngebäude ohne Wohnungen";6;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1997";"Nichtwohngebäude ohne Wohnungen";5;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1999";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2000";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2003";"Nichtwohngebäude mit Wohnungen";1;2
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2005";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2011";"Nichtwohngebäude ohne Wohnungen";2;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2014";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2016";"Nichtwohngebäude mit Wohnungen";1;1
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2016";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"1997";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"1998";"Eigenheim";1;2
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2000";"Mehrfamilienhaus";14;107
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2001";"Mehrfamilienhaus";1;6
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2001";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2004";"Nichtwohngebäude mit Wohnungen";1;2
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2006";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2007";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2009";"Nichtwohngebäude mit Wohnungen";1;3
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2011";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2016";"Nichtwohngebäude ohne Wohnungen";2;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2017";"Nichtwohngebäude ohne Wohnungen";3;0
"811  Südvs.-West(Feldschlößchenstr)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2018";"Nichtwohngebäude ohne Wohnungen";1;0
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1994";"Nichtwohngebäude ohne Wohnungen";3;0
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1996";"Mehrfamilienhaus";1;15
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1997";"Nichtwohngebäude ohne Wohnungen";1;0
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1998";"Nichtwohngebäude mit Wohnungen";1;32
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2001";"Nichtwohngebäude ohne Wohnungen";1;0
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2005";"Nichtwohngebäude ohne Wohnungen";1;0
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2006";"Eigenheim";1;1
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2013";"Mehrfamilienhaus";2;19
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2015";"Mehrfamilienhaus";3;42
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2016";"Nichtwohngebäude mit Wohnungen";2;12
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"1992";"Nichtwohngebäude mit Wohnungen";1;2
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"1993";"Mehrfamilienhaus";1;7
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"1994";"Nichtwohngebäude ohne Wohnungen";1;0
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"1995";"Eigenheim";1;2
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"1997";"Eigenheim";1;2
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2000";"Mehrfamilienhaus";12;96
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2001";"Mehrfamilienhaus";8;67
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2002";"Mehrfamilienhaus";1;4
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2006";"Mehrfamilienhaus";1;5
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2011";"Mehrfamilienhaus";1;3
"812  Südvs.-West(Schweizer Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2017";"Mehrfamilienhaus";4;32
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1994";"Nichtwohngebäude ohne Wohnungen";1;0
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"1997";"Mehrfamilienhaus";1;18
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2002";"Mehrfamilienhaus";1;7
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2014";"Mehrfamilienhaus";1;9
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2014";"Nichtwohngebäude ohne Wohnungen";1;0
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2015";"Mehrfamilienhaus";2;24
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2016";"Mehrfamilienhaus";2;39
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2016";"Nichtwohngebäude ohne Wohnungen";1;0
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Neubau";"2018";"Mehrfamilienhaus";1;16
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2000";"Mehrfamilienhaus";6;41
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2003";"Mehrfamilienhaus";1;8
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2004";"Mehrfamilienhaus";4;32
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2004";"Nichtwohngebäude mit Wohnungen";1;1
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2005";"Mehrfamilienhaus";2;16
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2006";"Eigenheim";1;1
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2006";"Mehrfamilienhaus";4;32
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2007";"Mehrfamilienhaus";5;40
"813  Südvs.-West(Bayrische Str)";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"Umbau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
