"Jahr";"Quartal";"Monat";"Wirtschaftszweig 2-Steller";"Anzahl Betriebe";"Tätige Personen (absolut)";"Tätige Personen (Anteil an Gesamtsumme des verarb. Gewerbes)";"Geleistete Arbeitsstunden (gesamt in 1000h)";"Geleistete Arbeitsstunden je tätiger Person";"Entgelte (in 1000 EUR)";"Entgelte je tätiger Person";"Gesamtumsatz (in 1000 EUR)";"Absoluter Anteil des Umsatzes in der Europazone am Gesamtumsatz (in 1000 EUR)";"Absoluter Anteil des Umsatzes im Ausland am Gesamtumsatz (in 1000 EUR)";"Gesamtumsatz je tätiger Person";"Anteil des Gesamtumsatzes an Gesamtsumme des verarb. Gewerbes";"Umsatz aus eigenen Erzeugnissen gesamt (in 1000 EUR)";"Umsatz aus eigenen Erzeugnissen Ausland (in 1000 EUR)";"Umsatz aus eigenen Erzeugnissen je tätiger Person"
"2017";"2. Quartal";"05";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"05";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"05";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"05";"Bekleidungsgewerbe";7;1599;7;210;131;4124;2579;17783;0;0;11121;4;16764;0;10484
"2017";"2. Quartal";"05";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;346;1;46;133;905;2616;8640;3078;2017;24971;2;7209;3040;20835
"2017";"2. Quartal";"05";"Papiergewerbe";6;1616;7;227;140;6331;3918;29474;0;0;18238;6;27576;0;17064
"2017";"2. Quartal";"05";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;346;1;47;136;801;2315;5259;0;0;15199;1;5239;0;15142
"2017";"2. Quartal";"05";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"05";"Herstellung von Gummi- und Kunststoffwaren 25";11;1163;5;167;144;2797;2405;10635;1304;896;9144;2;10591;1268;9107
"2017";"2. Quartal";"05";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8142;34;1144;141;39005;4791;210514;121322;103939;25855;43;206129;119840;25317
"2017";"2. Quartal";"05";"Metallerzeugung und -bearbeitung";11;1567;7;230;147;5953;3799;26482;13621;2187;16899;5;26057;13422;16629
"2017";"2. Quartal";"05";"Herstellung von Metallerzeugnissen";22;4207;18;614;146;15773;3749;52466;33771;5926;12471;11;50789;32744;12072
"2017";"2. Quartal";"05";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"05";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"05";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"05";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;570;2;77;135;1278;2242;4334;0;0;7603;1;2694;0;4726
"2017";"2. Quartal";"05";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";11;1129;5;161;143;4028;3568;13771;0;0;12197;3;13341;0;11817
"2017";"2. Quartal";"06";"Verarbeitendes Gewerbe gesamt";118;24037;100;3294;137;97051;4038;452869;204047;110736;18840;100;440578;200176;18329
"2017";"2. Quartal";"06";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"06";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"06";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"06";"Bekleidungsgewerbe";7;1581;7;202;128;4765;3014;15564;0;0;9844;3;14645;0;9263
"2017";"2. Quartal";"06";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;350;2;49;140;1006;2874;7505;3515;2293;21442;2;6213;3343;17751
"2017";"2. Quartal";"06";"Papiergewerbe";6;1625;7;243;150;6923;4260;27631;0;0;17003;6;26591;0;16364
"2017";"2. Quartal";"06";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;350;2;46;131;897;2563;4797;0;0;13705;1;4789;0;13683
"2017";"2. Quartal";"06";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"06";"Herstellung von Gummi- und Kunststoffwaren 25";11;1175;5;162;138;2987;2542;12501;0;0;10639;3;12470;0;10613
"2017";"2. Quartal";"06";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8133;34;1106;136;39504;4857;179026;93852;66137;22012;40;175153;92231;21536
"2017";"2. Quartal";"06";"Metallerzeugung und -bearbeitung";11;1598;7;230;144;5826;3646;19756;7611;2560;12362;4;19369;7461;12121
"2017";"2. Quartal";"06";"Herstellung von Metallerzeugnissen";22;4237;18;602;142;15976;3771;64966;43174;9026;15333;14;63323;42056;14945
"2017";"2. Quartal";"06";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"06";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"06";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"06";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;567;2;74;131;1702;3002;4036;0;0;7118;1;2242;0;3954
"2017";"2. Quartal";"06";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";11;1124;5;157;140;4089;3638;15472;0;0;13765;3;15175;0;13501
"2017";"3. Quartal";"07";"Verarbeitendes Gewerbe gesamt";118;24096;100;3062;127;86409;3586;481920;224726;156398;20000;100;467193;221642;19389
"2017";"3. Quartal";"07";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"07";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"07";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"07";"Bekleidungsgewerbe";7;1567;7;194;124;4090;2610;15932;0;0;10167;3;14999;0;9572
"2017";"3. Quartal";"07";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;352;2;46;131;1057;3003;7202;2563;1779;20460;2;5875;2466;16690
"2017";"3. Quartal";"07";"Papiergewerbe";6;1620;7;219;135;6104;3768;29202;0;0;18025;6;26976;0;16652
"2017";"3. Quartal";"07";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;346;1;45;130;804;2324;4526;0;0;13080;1;4490;0;12977
"2017";"3. Quartal";"07";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"07";"Herstellung von Gummi- und Kunststoffwaren 25";11;1171;5;150;128;2884;2463;24083;1153;910;20566;5;24025;1151;20517
"2017";"3. Quartal";"07";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8186;34;1038;127;32652;3989;217738;133145;111330;26598;45;212965;132255;26016
"2017";"3. Quartal";"07";"Metallerzeugung und -bearbeitung";11;1589;7;222;140;5721;3600;16127;5965;2777;10149;3;15528;5817;9772
"2017";"3. Quartal";"07";"Herstellung von Metallerzeugnissen";22;4219;18;565;134;15826;3751;45551;22260;7515;10796;10;43997;21228;10428
"2017";"3. Quartal";"07";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"07";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"07";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"07";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;593;3;71;120;1320;2226;3557;0;0;5998;1;1881;0;3172
"2017";"3. Quartal";"07";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";11;1125;5;146;130;3888;3456;16638;0;0;14789;4;16268;0;14460
"2017";"3. Quartal";"08";"Verarbeitendes Gewerbe gesamt";118;24257;100;3458;143;86657;3572;530470;270067;188060;21868;100;518124;266811;21360
"2017";"3. Quartal";"08";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"08";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"08";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"08";"Bekleidungsgewerbe";7;1578;7;219;139;4119;2610;17284;0;0;10953;3;16366;0;10371
"2017";"3. Quartal";"08";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;365;2;55;151;908;2488;7674;3045;1999;21024;1;6507;2977;17827
"2017";"3. Quartal";"08";"Papiergewerbe";6;1623;7;228;140;6049;3727;28997;0;0;17866;6;27791;0;17123
"2017";"3. Quartal";"08";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;346;1;46;133;931;2691;4438;0;0;12826;1;4423;0;12783
"2017";"3. Quartal";"08";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"08";"Herstellung von Gummi- und Kunststoffwaren 25";11;1188;5;174;146;2813;2368;12873;1109;746;10835;2;12864;1108;10828
"2017";"3. Quartal";"08";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8228;34;1171;142;34568;4201;236514;153347;127644;28745;45;232499;152266;28257
"2017";"3. Quartal";"08";"Metallerzeugung und -bearbeitung";11;1612;7;243;151;5744;3563;21282;7372;2971;13202;4;20849;7128;12934
"2017";"3. Quartal";"08";"Herstellung von Metallerzeugnissen";22;4265;18;627;147;14890;3491;54519;28871;5298;12782;10;53005;27870;12428
"2017";"3. Quartal";"08";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"08";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"08";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"08";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;602;3;80;133;1352;2246;3704;0;0;6152;1;2007;0;3334
"2017";"3. Quartal";"08";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";11;1122;5;164;146;3956;3526;31997;16208;15875;28517;6;31614;16208;28176
"2017";"3. Quartal";"09";"Verarbeitendes Gewerbe gesamt";118;24380;100;3292;135;84683;3473;529531;272795;157306;21719;100;513551;268286;21064
"2017";"3. Quartal";"09";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"09";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"09";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"09";"Bekleidungsgewerbe";7;1573;7;209;133;4206;2674;18442;0;0;11724;4;17307;0;11003
"2017";"3. Quartal";"09";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;352;1;49;139;905;2571;9680;3010;2175;27500;2;8454;2773;24017
"2017";"3. Quartal";"09";"Papiergewerbe";6;1638;7;202;123;6203;3787;29723;0;0;18145;6;28444;0;17365
"2017";"3. Quartal";"09";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;337;1;45;134;767;2276;4333;0;0;12857;1;4319;0;12816
"2017";"3. Quartal";"09";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"09";"Herstellung von Gummi- und Kunststoffwaren 25";11;1181;5;161;136;2725;2307;11206;1042;527;9488;2;11141;1030;9434
"2017";"3. Quartal";"09";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8308;34;1129;136;32499;3912;224142;145750;113815;26979;42;219387;143431;26407
"2017";"3. Quartal";"09";"Metallerzeugung und -bearbeitung";11;1605;7;229;143;5776;3599;35440;0;0;22080;7;35001;0;21807
"2017";"3. Quartal";"09";"Herstellung von Metallerzeugnissen";22;4295;18;600;140;14993;3491;55804;31841;3628;12992;11;54406;30936;12667
"2017";"3. Quartal";"09";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"09";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"09";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"3. Quartal";"09";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;607;3;78;129;1326;2185;3843;0;0;6331;1;2096;0;3453
"2017";"3. Quartal";"09";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";11;1119;5;162;145;3893;3479;16551;0;0;14790;3;16281;0;14550
"2017";"4. Quartal";"10";"Verarbeitendes Gewerbe gesamt";117;24548;100;3147;128;87695;3572;443485;210630;130905;18066;100;428910;208065;17472
"2017";"4. Quartal";"10";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"10";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"10";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"10";"Bekleidungsgewerbe";7;1596;7;203;127;4301;2695;19746;0;0;12372;5;18605;0;11657
"2017";"4. Quartal";"10";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;352;1;48;136;1041;2957;9344;2948;1593;26545;2;8049;2858;22866
"2017";"4. Quartal";"10";"Papiergewerbe";6;1642;7;177;108;6092;3710;33852;0;0;20616;8;31154;0;18973
"2017";"4. Quartal";"10";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;338;1;43;127;901;2666;4277;0;0;12653;1;4270;0;12633
"2017";"4. Quartal";"10";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"10";"Herstellung von Gummi- und Kunststoffwaren 25";11;1175;5;152;129;2733;2326;10182;0;0;8665;2;10101;0;8597
"2017";"4. Quartal";"10";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8366;34;1093;131;33943;4057;177854;103543;80653;21259;40;175253;103340;20948
"2017";"4. Quartal";"10";"Metallerzeugung und -bearbeitung";11;1624;7;220;135;5737;3533;18492;10480;4737;11386;4;17880;10268;11010
"2017";"4. Quartal";"10";"Herstellung von Metallerzeugnissen";22;4338;18;588;136;15911;3668;57168;38160;4259;13178;13;55453;37037;12783
"2017";"4. Quartal";"10";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"10";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"10";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"10";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;601;2;73;121;1478;2459;3687;0;0;6134;1;1871;0;3113
"2017";"4. Quartal";"10";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";10;1067;4;142;133;3791;3553;10070;0;0;9437;2;9918;0;9295
"2017";"4. Quartal";"11";"Verarbeitendes Gewerbe gesamt";117;24596;100;3444;140;118438;4815;555874;288289;172260;22600;100;538088;283956;21877
"2017";"4. Quartal";"11";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"11";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"11";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"11";"Bekleidungsgewerbe";7;1583;6;215;136;5700;3601;20426;0;0;12903;4;19041;0;12028
"2017";"4. Quartal";"11";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;359;2;50;139;1243;3462;9076;2817;1977;25281;2;7741;2733;21563
"2017";"4. Quartal";"11";"Papiergewerbe";6;1635;7;218;133;10662;6521;37230;0;0;22770;7;35832;0;21916
"2017";"4. Quartal";"11";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;339;1;45;133;905;2670;4190;0;0;12359;1;4183;0;12339
"2017";"4. Quartal";"11";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"11";"Herstellung von Gummi- und Kunststoffwaren 25";11;1176;5;171;145;3187;2710;11038;1162;827;9386;2;10970;1124;9328
"2017";"4. Quartal";"11";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8404;34;1181;141;45766;5446;224349;135128;109561;26695;40;217897;134114;25928
"2017";"4. Quartal";"11";"Metallerzeugung und -bearbeitung";11;1618;7;235;145;6269;3875;21721;10191;3105;13424;4;20859;9808;12892
"2017";"4. Quartal";"11";"Herstellung von Metallerzeugnissen";22;4348;18;630;145;20626;4744;73768;48697;9535;16965;13;71429;47031;16428
"2017";"4. Quartal";"11";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"11";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"11";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"11";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;603;3;80;133;1487;2466;4428;0;0;7343;1;2287;0;3793
"2017";"4. Quartal";"11";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";10;1075;4;159;148;5101;4745;13198;0;0;12277;2;12845;0;11949
"2017";"4. Quartal";"12";"Verarbeitendes Gewerbe gesamt";117;24750;100;2924;118;97849;3953;817071;553783;382219;33012;100;800556;549758;32346
"2017";"4. Quartal";"12";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"12";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"12";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"12";"Bekleidungsgewerbe";7;1589;6;186;117;3980;2505;17317;0;0;10898;2;16373;0;10304
"2017";"4. Quartal";"12";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;354;1;37;105;989;2794;7401;2712;1336;20906;1;6286;2615;17757
"2017";"4. Quartal";"12";"Papiergewerbe";6;1633;7;189;116;6639;4066;23840;0;0;14598;3;21110;0;12927
"2017";"4. Quartal";"12";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;337;1;38;113;752;2231;3696;0;0;10967;1;3494;0;10368
"2017";"4. Quartal";"12";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"12";"Herstellung von Gummi- und Kunststoffwaren 25";11;1171;5;132;113;2896;2473;14475;1143;813;12361;2;14463;1138;12351
"2017";"4. Quartal";"12";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8502;34;1042;123;40761;4794;460721;0;0;54189;56;457007;0;53753
"2017";"4. Quartal";"12";"Metallerzeugung und -bearbeitung";11;1611;7;208;129;5902;3664;25532;9694;1296;15848;3;25003;9579;15520
"2017";"4. Quartal";"12";"Herstellung von Metallerzeugnissen";22;4359;18;533;122;16869;3870;138802;111960;7253;31842;17;135746;109722;31142
"2017";"4. Quartal";"12";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"12";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"12";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"4. Quartal";"12";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;605;2;69;114;1407;2326;4528;0;0;7484;1;2105;0;3479
"2017";"4. Quartal";"12";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";10;1083;4;136;126;4652;4295;22576;0;0;20845;3;22346;0;20633
"2018";"1. Quartal";"01";"Verarbeitendes Gewerbe gesamt";121;24733;100;3639;147;90957;3678;394721;151695;82063;15959;100;381827;147367;15438
"2018";"1. Quartal";"01";"Kohlenbergbau, Torfgewinnung";7;598;2;79;132;1353;2263;7108;933;793;11886;2;6833;933;11426
"2018";"1. Quartal";"01";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2018";"1. Quartal";"01";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2018";"1. Quartal";"01";"Tabakverarbeitung";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2018";"1. Quartal";"01";"Bekleidungsgewerbe";7;1575;6;224;142;4222;2681;15675;0;0;9952;4;14675;0;9317
"2018";"1. Quartal";"01";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;350;1;55;157;906;2589;7633;2969;2132;21808;2;6148;2837;17566
"2018";"1. Quartal";"01";"Papiergewerbe";6;1623;7;239;147;6323;3896;29158;0;0;17965;7;27583;0;16995
"2018";"1. Quartal";"01";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;336;1;49;146;858;2554;4573;0;0;13610;1;4541;0;13515
"2018";"1. Quartal";"01";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2018";"1. Quartal";"01";"Herstellung von Gummi- und Kunststoffwaren 25";11;1178;5;176;149;2874;2440;13656;0;0;11592;4;13645;0;11583
"2018";"1. Quartal";"01";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";24;8475;34;1264;149;35847;4230;139969;55121;31237;16515;36;136911;54235;16155
"2018";"1. Quartal";"01";"Metallerzeugung und -bearbeitung";12;1663;7;247;149;5890;3542;16796;6597;3832;10099;4;16394;6519;9858
"2018";"1. Quartal";"01";"Herstellung von Metallerzeugnissen";23;4351;18;678;156;16178;3718;44059;20311;3614;10126;11;41364;18249;9507
"2018";"1. Quartal";"01";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2018";"1. Quartal";"01";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2018";"1. Quartal";"01";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2018";"1. Quartal";"01";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;603;2;81;134;1343;2227;3092;0;0;5127;1;1425;0;2363
"2018";"1. Quartal";"01";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";9;1034;4;152;147;4111;3976;14459;0;0;13983;4;14219;0;13751
"2018";"1. Quartal";"02";"Verarbeitendes Gewerbe gesamt";121;24809;100;3273;132;89922;3625;468780;237538;141464;18895;100;453910;233609;18296
"2018";"1. Quartal";"02";"Kohlenbergbau, Torfgewinnung";7;608;3;72;118;1359;2235;7702;1223;1157;12667;2;7306;1208;12016
"2018";"1. Quartal";"02";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2018";"1. Quartal";"02";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2018";"1. Quartal";"02";"Tabakverarbeitung";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2018";"1. Quartal";"02";"Bekleidungsgewerbe";7;1551;6;197;127;4326;2789;16852;0;0;10865;4;15844;0;10215
"2018";"1. Quartal";"02";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;354;1;47;133;910;2571;7372;2612;1184;20824;2;6150;2469;17373
"2018";"1. Quartal";"02";"Papiergewerbe";6;1626;7;230;141;6398;3935;27478;0;0;16899;6;26269;0;16156
"2018";"1. Quartal";"02";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;333;1;44;132;793;2381;4780;0;0;14354;1;4720;0;14174
"2018";"1. Quartal";"02";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2018";"1. Quartal";"02";"Herstellung von Gummi- und Kunststoffwaren 25";11;1183;5;158;134;2693;2276;10576;1225;796;8939;2;10564;1225;8930
"2018";"1. Quartal";"02";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";24;8512;34;1130;133;35720;4196;201367;119224;97482;23656;43;196142;117959;23043
"2018";"1. Quartal";"02";"Metallerzeugung und -bearbeitung";12;1674;7;237;142;5887;3517;17574;8444;1741;10498;4;17212;8310;10282
"2018";"1. Quartal";"02";"Herstellung von Metallerzeugnissen";23;4374;18;597;136;15221;3480;64669;45981;4463;14784;14;62531;44403;14296
"2018";"1. Quartal";"02";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
