"Jahr";"Quartal";"Monat";"Wirtschaftszweig 2-Steller";"Anzahl Betriebe";"Tätige Personen (absolut)";"Tätige Personen (Anteil an Gesamtsumme des verarb. Gewerbes)";"Geleistete Arbeitsstunden (gesamt in 1000h)";"Geleistete Arbeitsstunden je tätiger Person";"Entgelte (in 1000 EUR)";"Entgelte je tätiger Person";"Gesamtumsatz (in 1000 EUR)";"Absoluter Anteil des Umsatzes in der Europazone am Gesamtumsatz (in 1000 EUR)";"Absoluter Anteil des Umsatzes im Ausland am Gesamtumsatz (in 1000 EUR)";"Gesamtumsatz je tätiger Person";"Anteil des Gesamtumsatzes an Gesamtsumme des verarb. Gewerbes";"Umsatz aus eigenen Erzeugnissen gesamt (in 1000 EUR)";"Umsatz aus eigenen Erzeugnissen Ausland (in 1000 EUR)";"Umsatz aus eigenen Erzeugnissen je tätiger Person"
"2014";"4. Quartal";"10";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";14;1372;6;200;146;4817;3511;14646;3099;1715;10674;3;14310;3099;10430
"2014";"4. Quartal";"11";"Verarbeitendes Gewerbe gesamt";120;24007;100;3248;135;109023;4541;431161;220310;132029;17959;100;410187;215561;17086
"2014";"4. Quartal";"11";"Kohlenbergbau, Torfgewinnung";7;551;2;72;131;1378;2501;13685;0;0;24836;3;13184;0;23927
"2014";"4. Quartal";"11";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"4. Quartal";"11";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"4. Quartal";"11";"Bekleidungsgewerbe";8;1641;7;203;124;4110;2505;19250;0;0;11730;5;18496;0;11271
"2014";"4. Quartal";"11";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;498;2;66;133;1411;2833;9990;3503;1758;20060;2;8397;3367;16861
"2014";"4. Quartal";"11";"Papiergewerbe";4;1438;6;188;131;8253;5739;18503;0;0;12867;4;17817;0;12390
"2014";"4. Quartal";"11";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;307;1;40;130;908;2958;5223;0;0;17013;1;5183;0;16883
"2014";"4. Quartal";"11";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"4. Quartal";"11";"Herstellung von Gummi- und Kunststoffwaren 25";12;1205;5;169;140;2992;2483;10832;1076;758;8989;3;10655;1017;8842
"2014";"4. Quartal";"11";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";20;8125;34;1119;138;43324;5332;165823;120421;104812;20408;39;160429;119746;19745
"2014";"4. Quartal";"11";"Metallerzeugung und -bearbeitung";11;1626;7;221;136;6282;3863;22492;10792;1236;13832;5;20024;8474;12315
"2014";"4. Quartal";"11";"Herstellung von Metallerzeugnissen";22;4164;17;585;140;17104;4108;51512;35794;4145;12370;12;49375;35240;11858
"2014";"4. Quartal";"11";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"4. Quartal";"11";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"4. Quartal";"11";"Rundfunk-, Fernseh- und Nachrichtentechnik";7;600;3;74;123;1457;2428;3973;0;0;6621;1;2181;0;3635
"2014";"4. Quartal";"11";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";14;1375;6;194;141;6398;4653;19498;5079;766;14180;5;18771;4779;13652
"2014";"4. Quartal";"12";"Verarbeitendes Gewerbe gesamt";120;23979;100;2995;125;89685;3740;455584;233995;107807;18999;100;429405;224925;17908
"2014";"4. Quartal";"12";"Kohlenbergbau, Torfgewinnung";7;551;2;63;114;1348;2446;9712;0;0;17626;2;9221;0;16735
"2014";"4. Quartal";"12";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"4. Quartal";"12";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"4. Quartal";"12";"Bekleidungsgewerbe";8;1619;7;189;117;3938;2432;15685;0;0;9688;3;14966;0;9244
"2014";"4. Quartal";"12";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;492;2;64;130;1464;2976;10334;3091;2175;21004;2;8541;2946;17360
"2014";"4. Quartal";"12";"Papiergewerbe";4;1433;6;146;102;5316;3710;16529;0;0;11534;4;16023;0;11181
"2014";"4. Quartal";"12";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;309;1;36;117;803;2599;4668;0;0;15106;1;4638;0;15010
"2014";"4. Quartal";"12";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"4. Quartal";"12";"Herstellung von Gummi- und Kunststoffwaren 25";12;1212;5;149;123;2791;2303;14938;1657;1439;12325;3;14555;1617;12009
"2014";"4. Quartal";"12";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";20;8141;34;1063;131;36803;4521;139372;101087;75469;17119;31;136573;100047;16776
"2014";"4. Quartal";"12";"Metallerzeugung und -bearbeitung";11;1600;7;212;133;5627;3517;31816;18533;2280;19885;7;30474;17405;19046
"2014";"4. Quartal";"12";"Herstellung von Metallerzeugnissen";22;4164;17;547;131;15045;3613;84213;57211;3928;20224;19;76019;51155;18256
"2014";"4. Quartal";"12";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"4. Quartal";"12";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"4. Quartal";"12";"Rundfunk-, Fernseh- und Nachrichtentechnik";7;597;3;73;122;1158;1940;4054;0;0;6790;1;2599;0;4353
"2014";"4. Quartal";"12";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";14;1376;6;175;127;4847;3523;24275;5316;1981;17641;5;23507;4901;17084
"2015";"1. Quartal";"01";"Verarbeitendes Gewerbe gesamt";120;23771;100;3310;139;82571;3474;422650;234206;164188;17780;100;409459;229865;17225
"2015";"1. Quartal";"01";"Kohlenbergbau, Torfgewinnung";7;430;2;57;133;865;2012;5543;0;0;12890;1;5299;0;12323
"2015";"1. Quartal";"01";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"01";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"01";"Bekleidungsgewerbe";7;1552;7;203;131;3794;2445;14833;0;0;9557;4;14246;0;9179
"2015";"1. Quartal";"01";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;479;2;69;144;1207;2520;9022;3727;2111;18835;2;7420;3601;15491
"2015";"1. Quartal";"01";"Papiergewerbe";6;1545;7;170;110;5307;3435;19436;0;0;12579;5;17910;0;11592
"2015";"1. Quartal";"01";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;372;2;51;137;813;2185;6788;0;0;18247;2;6776;0;18215
"2015";"1. Quartal";"01";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"01";"Herstellung von Gummi- und Kunststoffwaren 25";12;1200;5;173;144;2652;2210;8828;781;611;7356;2;8759;747;7299
"2015";"1. Quartal";"01";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";20;8128;34;1168;144;31853;3919;191565;146902;130927;23568;45;189006;146080;23254
"2015";"1. Quartal";"01";"Metallerzeugung und -bearbeitung";10;1549;7;209;135;5480;3538;27571;17974;3922;17799;7;26205;16767;16917
"2015";"1. Quartal";"01";"Herstellung von Metallerzeugnissen";22;4157;18;606;146;14892;3582;33053;13151;4480;7951;8;32159;12886;7736
"2015";"1. Quartal";"01";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"01";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"01";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;549;2;72;131;1083;1973;2459;0;0;4479;1;1453;0;2647
"2015";"1. Quartal";"01";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";14;1330;6;190;143;5019;3774;14085;2112;1382;10590;3;12697;1054;9547
"2015";"1. Quartal";"02";"Verarbeitendes Gewerbe gesamt";119;23756;100;3166;133;82118;3457;610357;424574;332129;25692;100;590013;418912;24836
"2015";"1. Quartal";"02";"Kohlenbergbau, Torfgewinnung";6;415;2;50;120;846;2039;5611;0;0;13520;1;5226;0;12593
"2015";"1. Quartal";"02";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"02";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"02";"Bekleidungsgewerbe";7;1521;6;189;124;3708;2438;15416;0;0;10135;3;14788;0;9723
"2015";"1. Quartal";"02";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;482;2;64;133;1195;2479;8993;3292;2069;18657;2;7526;3203;15614
"2015";"1. Quartal";"02";"Papiergewerbe";6;1531;6;211;138;5443;3555;21726;0;0;14190;4;20839;0;13611
"2015";"1. Quartal";"02";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;371;2;49;132;836;2253;5810;0;0;15660;1;5800;0;15633
"2015";"1. Quartal";"02";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"02";"Herstellung von Gummi- und Kunststoffwaren 25";12;1203;5;166;138;2607;2167;9307;636;475;7736;2;9150;550;7606
"2015";"1. Quartal";"02";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";20;8145;34;1078;132;32414;3980;347359;0;0;42646;57;339856;0;41726
"2015";"1. Quartal";"02";"Metallerzeugung und -bearbeitung";10;1565;7;217;139;5671;3624;21781;12775;3517;13917;4;20397;11585;13033
"2015";"1. Quartal";"02";"Herstellung von Metallerzeugnissen";22;4161;18;578;139;13592;3267;62382;47312;10366;14992;10;61490;47099;14778
"2015";"1. Quartal";"02";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"02";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"02";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;557;2;69;124;1072;1925;3037;0;0;5452;1;1879;0;3373
"2015";"1. Quartal";"02";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";14;1330;6;183;138;5331;4008;17586;8050;6061;13222;3;14452;5206;10866
"2015";"1. Quartal";"03";"Verarbeitendes Gewerbe gesamt";119;23783;100;3503;147;83555;3513;779142;560463;470524;32760;100;760766;554760;31988
"2015";"1. Quartal";"03";"Kohlenbergbau, Torfgewinnung";6;432;2;55;127;877;2030;6390;0;0;14791;1;5925;0;13715
"2015";"1. Quartal";"03";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"03";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"03";"Bekleidungsgewerbe";7;1528;6;211;138;3794;2483;17153;0;0;11225;2;16562;0;10839
"2015";"1. Quartal";"03";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;480;2;71;148;1239;2581;10898;3330;1858;22704;1;9255;3266;19281
"2015";"1. Quartal";"03";"Papiergewerbe";6;1521;6;236;155;8050;5293;19056;0;0;12528;2;17889;0;11761
"2015";"1. Quartal";"03";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;375;2;54;144;875;2333;6195;0;0;16520;1;6178;0;16475
"2015";"1. Quartal";"03";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"03";"Herstellung von Gummi- und Kunststoffwaren 25";12;1206;5;188;156;2741;2273;10417;1008;761;8637;1;10248;933;8498
"2015";"1. Quartal";"03";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";20;8159;34;1200;147;31283;3834;500836;0;0;61384;64;496522;0;60856
"2015";"1. Quartal";"03";"Metallerzeugung und -bearbeitung";10;1564;7;238;152;5842;3735;27467;14563;3374;17562;4;26612;13853;17015
"2015";"1. Quartal";"03";"Herstellung von Metallerzeugnissen";22;4143;17;623;150;13693;3305;50840;32161;3707;12271;7;47178;29617;11387
"2015";"1. Quartal";"03";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"03";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"1. Quartal";"03";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;563;2;76;135;1091;1938;4248;0;0;7545;1;2664;0;4732
"2015";"1. Quartal";"03";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";14;1331;6;197;148;4851;3645;16655;2439;1339;12513;2;15547;1641;11681
"2015";"2. Quartal";"04";"Verarbeitendes Gewerbe gesamt";120;23896;100;3321;139;94885;3971;463528;209696;113669;19397;100;450868;205793;18868
"2015";"2. Quartal";"04";"Kohlenbergbau, Torfgewinnung";6;402;2;51;127;921;2291;5294;0;0;13169;1;5006;0;12453
"2015";"2. Quartal";"04";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"04";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"04";"Bekleidungsgewerbe";7;1527;6;199;130;3859;2527;15558;0;0;10188;3;14923;0;9773
"2015";"2. Quartal";"04";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;485;2;70;144;1316;2713;9485;3434;2288;19556;2;7724;3184;15926
"2015";"2. Quartal";"04";"Papiergewerbe";6;1524;6;219;144;5347;3509;19835;0;0;13015;4;18864;0;12378
"2015";"2. Quartal";"04";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;375;2;52;139;884;2357;6284;0;0;16757;1;6242;0;16645
"2015";"2. Quartal";"04";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"04";"Herstellung von Gummi- und Kunststoffwaren 25";12;1207;5;170;141;2795;2316;8976;867;600;7436;2;8851;806;7333
"2015";"2. Quartal";"04";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";21;8220;34;1147;140;39294;4780;198352;103634;87146;24130;43;197068;102921;23974
"2015";"2. Quartal";"04";"Metallerzeugung und -bearbeitung";10;1574;7;224;142;5753;3655;25775;14076;1184;16375;6;24281;12730;15426
"2015";"2. Quartal";"04";"Herstellung von Metallerzeugnissen";23;4196;18;605;144;17372;4140;51228;34875;2570;12208;11;50333;34572;11995
"2015";"2. Quartal";"04";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"04";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"04";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;563;2;72;128;1096;1947;3747;0;0;6655;1;2345;0;4165
"2015";"2. Quartal";"04";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1340;6;188;140;4895;3653;18466;4565;2058;13780;4;17274;3687;12891
"2015";"2. Quartal";"05";"Verarbeitendes Gewerbe gesamt";119;24018;100;2992;125;90450;3766;476711;212655;140421;19848;100;459728;205592;19141
"2015";"2. Quartal";"05";"Kohlenbergbau, Torfgewinnung";6;418;2;50;120;893;2136;5559;0;0;13299;1;5257;0;12577
"2015";"2. Quartal";"05";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"05";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"05";"Bekleidungsgewerbe";6;1500;6;172;115;3879;2586;14329;0;0;9552;3;13697;0;9131
"2015";"2. Quartal";"05";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;490;2;60;122;1248;2547;9118;3329;1943;18608;2;7609;3260;15529
"2015";"2. Quartal";"05";"Papiergewerbe";6;1517;6;196;129;5378;3545;21724;0;0;14320;5;20862;0;13752
"2015";"2. Quartal";"05";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;377;2;48;127;1082;2870;6536;0;0;17336;1;6492;0;17220
"2015";"2. Quartal";"05";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"05";"Herstellung von Gummi- und Kunststoffwaren 25";12;1212;5;155;128;2569;2120;7923;629;530;6537;2;7769;550;6410
"2015";"2. Quartal";"05";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";21;8293;35;1101;133;38181;4604;238112;0;0;28712;50;235715;0;28423
"2015";"2. Quartal";"05";"Metallerzeugung und -bearbeitung";10;1578;7;194;123;6064;3843;21788;9590;883;13807;5;19535;8243;12380
"2015";"2. Quartal";"05";"Herstellung von Metallerzeugnissen";23;4233;18;480;113;12567;2969;43847;27373;4507;10358;9;40118;24201;9477
"2015";"2. Quartal";"05";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"05";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"05";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;590;3;66;112;1117;1893;3639;0;0;6167;1;2303;0;3903
"2015";"2. Quartal";"05";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1328;6;181;136;5367;4041;16186;3497;1633;12188;3;14777;2336;11127
"2015";"2. Quartal";"06";"Verarbeitendes Gewerbe gesamt";119;24058;100;3479;145;96691;4019;619529;377275;288554;25751;100;603406;372186;25081
"2015";"2. Quartal";"06";"Kohlenbergbau, Torfgewinnung";6;431;2;58;135;885;2053;6486;0;0;15048;1;6128;0;14218
"2015";"2. Quartal";"06";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"06";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"06";"Bekleidungsgewerbe";6;1491;6;201;135;3805;2552;15667;0;0;10507;3;15004;0;10063
"2015";"2. Quartal";"06";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;487;2;69;142;1311;2692;10428;3449;2208;21412;2;8656;3271;17774
"2015";"2. Quartal";"06";"Papiergewerbe";6;1529;6;230;150;6705;4385;17962;0;0;11747;3;16903;0;11055
"2015";"2. Quartal";"06";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;380;2;52;137;1058;2784;6784;0;0;17852;1;6743;0;17745
"2015";"2. Quartal";"06";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"06";"Herstellung von Gummi- und Kunststoffwaren 25";12;1208;5;184;152;2714;2247;13458;583;356;11140;2;13276;513;10990
"2015";"2. Quartal";"06";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";21;8357;35;1180;141;39465;4722;352896;0;0;42227;57;349775;0;41854
"2015";"2. Quartal";"06";"Metallerzeugung und -bearbeitung";10;1591;7;240;151;6122;3848;27487;17451;2952;17276;4;25848;16019;16246
"2015";"2. Quartal";"06";"Herstellung von Metallerzeugnissen";23;4191;17;631;151;14933;3563;47040;31581;7566;11224;8;45643;30648;10891
"2015";"2. Quartal";"06";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"06";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"2. Quartal";"06";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;590;3;80;136;1498;2539;4392;0;0;7444;1;2814;0;4769
"2015";"2. Quartal";"06";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1335;6;201;151;4960;3715;18793;3098;2402;14077;3;17385;2025;13022
"2015";"3. Quartal";"07";"Verarbeitendes Gewerbe gesamt";119;24054;100;3389;141;83768;3482;464073;208156;129750;19292;100;447592;201921;18608
"2015";"3. Quartal";"07";"Kohlenbergbau, Torfgewinnung";6;427;2;57;133;906;2122;6558;0;0;15358;1;6170;0;14450
"2015";"3. Quartal";"07";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"07";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"07";"Bekleidungsgewerbe";6;1504;6;205;136;3862;2568;15977;0;0;10623;3;15332;0;10194
"2015";"3. Quartal";"07";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;485;2;71;146;1276;2631;9443;3033;2247;19470;2;7901;2891;16291
"2015";"3. Quartal";"07";"Papiergewerbe";6;1524;6;231;152;5531;3629;20257;0;0;13291;4;19440;0;12756
"2015";"3. Quartal";"07";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;384;2;54;141;922;2401;6297;0;0;16398;1;6263;0;16310
"2015";"3. Quartal";"07";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"07";"Herstellung von Gummi- und Kunststoffwaren 25";12;1211;5;173;143;2774;2291;11664;892;664;9631;3;11601;860;9580
"2015";"3. Quartal";"07";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";21;8353;35;1138;136;31709;3796;201290;114047;97354;24097;43;198172;113222;23725
"2015";"3. Quartal";"07";"Metallerzeugung und -bearbeitung";10;1586;7;242;153;5645;3559;26558;16779;4504;16745;6;25002;15402;15764
"2015";"3. Quartal";"07";"Herstellung von Metallerzeugnissen";23;4194;17;620;148;15639;3729;47912;32683;3685;11423;10;46054;31424;10981
"2015";"3. Quartal";"07";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"07";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"07";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;584;2;78;134;1171;2005;4795;0;0;8210;1;2323;0;3978
"2015";"3. Quartal";"07";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1336;6;190;142;4778;3576;20288;4742;3069;15185;4;18649;3519;13959
"2015";"3. Quartal";"08";"Verarbeitendes Gewerbe gesamt";119;24202;100;3130;129;83073;3432;465173;221699;126286;19220;100;448387;214074;18527
"2015";"3. Quartal";"08";"Kohlenbergbau, Torfgewinnung";6;424;2;56;132;839;1979;8708;0;0;20537;2;8194;0;19325
"2015";"3. Quartal";"08";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"08";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"08";"Bekleidungsgewerbe";6;1514;6;197;130;3871;2557;15253;0;0;10074;3;14582;0;9631
"2015";"3. Quartal";"08";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;502;2;68;135;1372;2733;10071;2969;2049;20061;2;8535;2863;17002
"2015";"3. Quartal";"08";"Papiergewerbe";6;1533;6;199;130;5401;3523;22109;0;0;14422;5;20455;0;13343
"2015";"3. Quartal";"08";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;386;2;52;135;899;2329;5429;0;0;14064;1;5405;0;14003
"2015";"3. Quartal";"08";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"08";"Herstellung von Gummi- und Kunststoffwaren 25";12;1210;5;162;134;2606;2154;8690;738;547;7181;2;8679;737;7173
"2015";"3. Quartal";"08";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";21;8372;35;1085;130;32405;3871;196566;108668;90635;23478;42;192649;106246;23011
"2015";"3. Quartal";"08";"Metallerzeugung und -bearbeitung";10;1609;7;214;133;5679;3530;30131;17333;5156;18726;7;28578;15873;17761
"2015";"3. Quartal";"08";"Herstellung von Metallerzeugnissen";23;4225;18;579;137;14192;3359;71055;54403;4845;16817;15;69838;53595;16530
"2015";"3. Quartal";"08";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"08";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"08";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;589;2;69;117;1146;1946;3286;0;0;5578;1;1939;0;3292
"2015";"3. Quartal";"08";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1348;6;181;134;4908;3641;17095;0;0;12681;4;14620;0;10846
"2015";"3. Quartal";"09";"Verarbeitendes Gewerbe gesamt";118;24909;100;3413;137;81687;3279;631267;373909;265407;25342;100;604323;360656;24261
"2015";"3. Quartal";"09";"Kohlenbergbau, Torfgewinnung";6;434;2;62;143;875;2016;10708;0;0;24672;2;9964;0;22959
"2015";"3. Quartal";"09";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"09";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"09";"Bekleidungsgewerbe";6;1519;6;210;138;3910;2574;17657;0;0;11624;3;16922;0;11140
