"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtraum";"Wohnungen gesamt";"Wohnungen mit 1Raum";"Wohnungen mit 2 Räumen";"Wohnungen mit 3 Räumen";"Wohnungen mit 4 Räumen";"Wohnungen mit 5 Räumen";"Wohnungen mit 6 Räumen";"Wohnungen mit 7 u.mehr Räumen";"Gebäudeanzahl"
"2017";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9891;1208;4330;2979;1013;266;67;28;1163
"2017";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4737;514;1328;1633;832;280;101;49;797
"2017";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4088;648;1209;1520;571;95;39;6;441
"2017";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6531;562;2550;2376;802;169;54;18;800
"2017";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1457;119;569;473;156;130;4;6;285
"2017";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6607;512;2964;2318;602;161;33;17;836
"2017";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7250;665;2857;2800;696;169;44;19;990
"2017";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3110;194;1341;1028;323;138;53;33;926
"2017";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5344;253;1585;2154;1020;227;75;30;1269
"2017";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6981;555;2961;2366;756;270;58;15;1143
"2017";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7636;930;1694;2626;1545;560;191;90;2057
"2017";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";3058;105;574;905;757;447;189;81;2112
"2017";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2816;64;443;751;811;506;162;79;1985
"2017";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2015;44;313;590;486;352;176;54;1207
"2017";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";2971;143;732;789;636;325;215;131;1303
"2017";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5696;266;1169;1769;1326;677;300;189;2423
"2017";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1707;62;387;492;373;202;121;70;944
"2017";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3061;363;1023;683;442;329;125;96;1262
"2017";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1820;77;253;387;463;356;155;129;1275
"2017";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1538;57;197;404;424;283;105;68;1064
"2017";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5270;348;1509;1729;1061;395;128;100;1165
"2017";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7649;455;2775;2568;1346;377;92;36;890
"2017";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6521;551;2471;2413;845;193;29;19;619
"2017";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7234;420;2613;3205;764;170;42;20;722
"2017";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6280;228;1962;3168;734;132;41;15;817
"2017";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7916;953;2848;2874;1022;168;42;9;1132
"2017";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7332;653;2056;3259;1032;223;45;64;1135
"2017";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6963;277;2717;2921;806;162;32;48;1030
"2017";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6855;558;2530;2636;799;242;67;23;1364
"2017";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4327;200;948;1411;966;476;208;118;2014
"2017";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3637;669;878;1331;559;161;30;9;539
"2017";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3748;611;1016;1537;498;76;7;3;315
"2017";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5161;1439;1447;1547;584;132;12;0;251
"2017";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2913;124;652;1129;630;247;83;48;1168
"2017";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3156;74;646;895;858;426;174;83;1880
"2017";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7689;785;1793;2696;1617;528;157;113;2260
"2017";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2068;810;374;599;280;5;0;0;147
"2017";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3282;167;840;1199;681;300;63;32;830
"2017";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2942;248;1024;1238;333;86;9;4;529
"2017";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";6279;375;1889;2756;1052;151;38;18;581
"2017";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";3453;943;922;1058;370;103;36;21;418
"2017";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5589;944;1294;2187;994;128;29;13;697
"2017";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";4080;518;789;1470;908;216;108;71;1050
"2017";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3093;270;964;1027;479;242;77;34;1191
"2017";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5909;431;1726;2020;1216;382;92;42;1038
"2017";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3850;218;928;1204;821;423;155;101;1790
"2017";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6541;433;2944;2301;664;143;42;14;1007
"2017";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5253;503;2294;1840;496;77;36;7;495
"2017";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6431;409;3085;2266;558;84;22;7;679
"2017";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5141;277;1805;1444;956;406;180;73;1922
"2017";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5179;1867;912;1618;602;166;8;6;524
"2017";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3813;1044;811;1372;484;99;0;3;266
"2017";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3877;1156;688;1454;560;19;0;0;286
"2017";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5999;351;1895;1930;1106;436;170;111;2290
"2017";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1991;64;346;434;489;428;172;58;1268
