"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtraum";"Wohnungen gesamt";"Wohnungen mit 1Raum";"Wohnungen mit 2 Räumen";"Wohnungen mit 3 Räumen";"Wohnungen mit 4 Räumen";"Wohnungen mit 5 Räumen";"Wohnungen mit 6 Räumen";"Wohnungen mit 7 u.mehr Räumen";"Gebäudeanzahl"
"2008";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3017;367;1065;712;399;294;104;76;1158
"2008";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1704;81;278;378;405;317;135;110;1143
"2008";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1503;56;224;399;404;267;99;54;1020
"2008";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5168;390;1695;1627;903;361;109;83;1146
"2008";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7075;492;2709;2363;1100;308;77;26;805
"2008";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5814;514;2303;2164;661;131;22;19;546
"2008";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6808;429;2727;2919;557;127;29;20;656
"2008";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6720;431;2063;3292;745;147;30;12;844
"2008";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7816;977;2955;2823;880;148;27;6;1051
"2008";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7255;772;1889;3222;1094;209;38;31;1096
"2008";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6951;294;2773;2879;763;175;26;41;979
"2008";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6716;592;2558;2573;692;221;59;21;1283
"2008";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4316;255;1084;1405;867;426;179;100;1926
"2008";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3740;725;886;1401;539;161;21;7;540
"2008";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3799;696;980;1552;488;75;5;3;317
"2008";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5261;1419;1339;1716;644;131;12;0;253
"2008";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3509;234;1006;1318;618;211;82;40;1114
"2008";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2944;87;718;875;741;322;143;58;1647
"2008";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7623;757;1863;2766;1551;471;128;87;2186
"2008";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2764;923;524;878;438;0;0;1;186
"2008";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3203;212;804;1196;647;260;54;30;801
"2008";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2948;224;1099;1161;350;105;8;1;512
"2008";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5978;403;1691;2707;982;152;30;13;572
"2008";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";3061;808;835;987;300;83;28;20;385
"2008";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5525;883;1204;2140;1124;130;31;13;703
"2008";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3984;525;789;1464;859;197;91;59;989
"2008";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3106;266;1053;1044;459;207;59;18;1153
"2008";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5714;384;1468;2060;1347;350;80;25;985
"2008";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3744;212;957;1255;753;361;132;74;1648
"2008";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6398;416;3099;2222;504;114;37;6;940
"2008";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5010;304;2303;1871;440;66;22;4;465
"2008";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6348;421;3111;2265;456;73;18;4;667
"2008";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5149;301;2102;1348;839;345;155;59;1833
"2008";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5243;2052;810;1509;764;95;8;5;516
"2008";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3781;1019;681;1430;569;81;0;1;245
"2008";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";4065;1266;670;1466;644;19;0;0;288
"2008";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5873;438;1916;1938;976;381;145;79;2137
"2008";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1829;54;362;416;407;388;152;50;1129
"2009";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1068;143;469;276;156;21;3;0;89
"2009";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3975;542;2118;1020;277;18;0;0;208
"2009";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4126;1301;1058;1488;232;31;10;6;283
"2009";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4889;460;2168;1777;465;11;6;2;368
"2009";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4040;621;1663;1326;364;58;8;0;364
"2009";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6073;577;1889;2609;839;144;9;6;312
"2009";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7160;374;3079;3300;383;21;3;0;463
"2009";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9579;1124;4342;2912;911;214;50;26;1115
"2009";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4512;551;1239;1579;788;239;77;39;739
"2009";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";3772;533;1146;1410;545;92;36;10;425
"2009";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6520;553;2702;2353;717;150;39;6;786
"2009";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1230;197;482;401;94;51;2;3;149
"2009";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6455;467;3053;2286;485;131;24;9;793
"2009";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7189;648;2935;2783;638;143;30;12;951
"2009";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3092;193;1372;1041;296;117;48;25;903
"2009";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5413;282;1816;2085;927;212;63;28;1247
"2009";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6966;491;3077;2374;753;213;45;13;1105
"2009";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7448;975;1817;2581;1409;429;155;82;1890
"2009";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2987;111;619;901;691;407;178;80;2026
"2009";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2653;64;467;738;727;446;154;57;1823
"2009";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";1915;45;313;605;437;318;163;34;1109
"2009";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";2978;159;800;819;618;294;171;117;1268
"2009";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5631;293;1271;1814;1219;638;243;153;2336
"2009";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1729;74;413;528;358;196;103;57;934
"2009";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3017;370;1063;703;408;292;103;78;1159
"2009";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1714;81;276;375;415;320;136;111;1154
"2009";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1507;54;227;403;401;268;99;55;1025
"2009";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5206;359;1592;1727;968;365;114;81;1150
"2009";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7066;493;2698;2369;1096;305;79;26;808
"2009";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5819;511;2351;2149;637;131;23;17;551
"2009";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6767;397;2561;3030;618;110;30;21;661
"2009";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6730;427;2089;3265;754;150;30;15;845
"2009";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7795;971;2935;2813;893;151;26;6;1055
"2009";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7210;666;2022;3261;980;205;39;37;1101
"2009";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6865;265;2741;2862;753;177;26;41;987
"2009";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6711;577;2538;2582;712;223;59;20;1287
"2009";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4309;252;1054;1412;873;432;180;106;1935
"2009";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3731;713;956;1347;535;153;20;7;540
"2009";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3802;601;1056;1576;485;76;5;3;317
"2009";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5264;1458;1466;1581;612;135;12;0;253
"2009";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3300;207;899;1259;602;208;85;40;1111
"2009";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2985;85;724;889;750;333;145;59;1670
"2009";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7622;780;1835;2739;1566;479;132;91;2190
"2009";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2779;952;518;887;421;1;0;0;189
"2009";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3214;210;820;1190;647;259;58;30;806
"2009";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2945;225;1151;1179;298;82;9;1;515
"2009";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";6044;321;1875;2643;1005;151;38;11;577
"2009";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";3106;815;857;996;305;85;28;20;388
"2009";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5546;920;1208;2135;1110;132;28;13;703
"2009";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3979;527;781;1468;854;199;91;59;991
"2009";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3120;268;1055;1051;452;214;60;20;1160
"2009";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5737;383;1724;1995;1169;359;82;25;989
"2009";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3762;217;965;1252;752;364;135;77;1664
"2009";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6379;416;3086;2210;509;114;38;6;940
"2009";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5019;305;2294;1886;443;65;22;4;466
"2009";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6309;382;3074;2280;476;75;18;4;668
"2009";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5100;252;2003;1410;868;348;160;59;1842
"2009";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5189;1990;833;1601;592;160;8;5;517
"2009";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3779;995;717;1430;553;81;1;2;245
"2009";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3897;1187;633;1453;605;19;0;0;287
"2009";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5884;402;1950;1933;989;382;147;81;2151
"2009";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1846;54;362;419;416;393;153;49;1146
"2010";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1060;135;469;276;156;21;3;0;87
"2010";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3974;542;2118;1019;277;18;0;0;207
"2010";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4131;1301;1054;1487;236;35;11;7;285
"2010";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4889;460;2168;1776;466;11;6;2;368
"2010";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4031;619;1661;1318;364;63;6;0;360
"2010";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6293;667;1950;2673;843;145;9;6;315
"2010";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7158;374;3078;3300;382;21;1;2;463
"2010";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9592;1133;4349;2908;908;213;55;26;1122
"2010";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4539;542;1249;1593;796;242;76;41;743
"2010";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";3723;529;1139;1393;522;94;36;10;424
"2010";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6526;555;2726;2339;715;146;39;6;789
"2010";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1212;177;482;400;95;51;4;3;150
"2010";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6452;479;3028;2284;496;130;24;11;795
"2010";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7206;646;2939;2786;646;145;32;12;958
"2010";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3101;193;1376;1039;300;118;49;26;908
"2010";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5407;276;1811;2085;931;213;64;27;1246
"2010";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6968;535;3067;2351;743;213;44;15;1107
"2010";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7482;979;1831;2584;1414;434;157;83;1902
"2010";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2983;97;618;905;694;408;179;82;2034
"2010";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2673;65;462;747;734;452;155;58;1839
"2010";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";1920;46;309;604;445;319;163;34;1113
"2010";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3014;159;807;824;626;302;177;119;1283
"2010";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5640;297;1268;1807;1223;643;246;156;2346
"2010";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1729;74;408;525;361;198;103;60;941
"2010";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3032;370;1062;703;420;291;108;78;1174
"2010";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1729;81;276;376;421;322;141;112;1170
"2010";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1511;54;223;403;406;269;100;56;1028
"2010";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5218;366;1594;1731;966;364;113;84;1150
"2010";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7097;496;2699;2377;1104;314;81;26;823
"2010";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5847;528;2359;2149;639;132;23;17;554
"2010";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6792;392;2580;3021;625;119;34;21;669
"2010";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6671;413;2115;3216;732;149;31;15;841
"2010";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7799;971;2926;2816;902;151;27;6;1059
"2010";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7205;665;2029;3250;981;204;39;37;1101
"2010";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6875;265;2741;2864;756;179;29;41;995
"2010";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6757;573;2547;2611;724;226;58;18;1299
"2010";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4299;238;1009;1418;904;441;186;103;1952
"2010";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3731;713;954;1346;536;153;22;7;540
"2010";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3730;601;1020;1540;485;76;5;3;315
"2010";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5258;1458;1463;1588;602;135;12;0;253
"2010";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3304;207;896;1264;603;208;84;42;1116
"2010";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3042;79;721;906;780;344;151;61;1710
"2010";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7627;789;1823;2740;1569;481;132;93;2198
"2010";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2435;916;482;726;307;4;0;0;166
"2010";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3240;210;830;1196;652;268;56;28;811
"2010";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2927;258;1044;1210;322;83;8;2;517
"2010";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";6061;325;1889;2636;1005;156;34;16;581
"2010";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";3200;859;881;1001;320;91;28;20;399
"2010";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5545;916;1208;2169;1079;134;26;13;703
"2010";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3983;529;774;1462;866;197;96;59;996
"2010";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3104;271;1038;1039;455;219;59;23;1160
"2010";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5761;382;1725;2000;1180;364;83;27;998
"2010";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3780;221;958;1256;763;366;137;79;1677
"2010";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6392;407;3037;2242;536;124;39;7;948
"2010";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5032;304;2301;1883;448;65;27;4;473
"2010";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6303;396;3042;2278;490;75;18;4;666
"2010";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5119;250;1997;1411;878;357;166;60;1854
"2010";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5189;1990;833;1600;592;161;8;5;517
"2010";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3778;982;729;1430;553;81;0;3;245
"2010";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3896;1187;683;1447;560;19;0;0;286
"2010";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5912;401;1935;1932;1008;395;152;89;2184
"2010";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1858;55;364;420;419;396;154;50;1156
"2011";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1062;131;470;276;159;21;4;1;89
"2011";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3973;542;2117;1019;277;18;0;0;206
"2011";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4131;1301;1053;1488;235;36;11;7;286
"2011";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4917;461;2177;1783;474;13;6;3;372
"2011";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4037;640;1659;1296;371;65;6;0;360
"2011";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6372;762;2100;2501;845;147;9;8;316
"2011";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7158;381;3100;3296;357;21;1;2;463
"2011";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9604;1123;4362;2912;912;213;56;26;1121
"2011";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4565;544;1233;1596;816;254;77;45;755
"2011";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";3798;536;1155;1460;503;95;40;9;431
"2011";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6577;614;2691;2342;724;154;46;6;796
"2011";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1311;195;593;360;106;48;4;5;170
"2011";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6450;482;3026;2276;500;131;24;11;796
"2011";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7231;657;2954;2784;644;145;33;14;964
"2011";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3104;198;1373;1036;301;120;50;26;910
"2011";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5433;275;1819;2089;938;220;65;27;1252
"2011";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6964;537;3059;2341;747;218;47;15;1113
"2011";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7499;977;1833;2589;1421;444;160;75;1913
"2011";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2976;100;606;900;703;408;176;83;2036
